"","DOIs","is_oa","oa_status"
"6959","10.1055/a-1047-1075",FALSE,"closed"
"6960","10.1039/c7tc02248d",FALSE,"closed"
"6961","10.1063/1.4954040",FALSE,"closed"
"6962","10.1093/neuonc/noy059.512",TRUE,"bronze"
"6963","10.1139/cjfas-2014-0177",FALSE,"closed"
"6964","10.1002/zaac.201700308",TRUE,"bronze"
"6965","10.1242/dmm.048298",TRUE,"gold"
"6966","10.1063/5.0020649",TRUE,"hybrid"
"6967","10.1002/cphg.92",TRUE,"bronze"
"6968","10.1039/c4cp03958k",FALSE,"closed"
"6969","10.1002/rnc.5360",FALSE,"closed"
"6970","10.1002/ejic.201700313",TRUE,"bronze"
"6971","10.1063/1.4995361",FALSE,"closed"
"6972","10.1111/nan.12560",FALSE,"closed"
"6973","10.21203/rs.3.rs-38330/v1",TRUE,"green"
"6974","10.1109/ultsym.2019.8925938",FALSE,"closed"
"6975","10.1145/3382025.3414955",FALSE,"closed"
"6976","10.18255/1818-1015-2012-6-45-56",TRUE,"gold"
"6977","10.4269/ajtmh.20-1323",TRUE,"hybrid"
"6978","10.1002/anie.201510458",TRUE,"green"
"6979","10.1177/0038026120905477",FALSE,"closed"
"6980","10.1177/1533317515603958",TRUE,"bronze"
"6981","10.1002/humu.23678",FALSE,"closed"
"6982","10.5343/bms.2016.1088",FALSE,"closed"
"6983","10.4141/cjas-2014-148",FALSE,"closed"
"6984","10.25100/cm.v50i4.4185",TRUE,"gold"
"6985","10.2478/mgr-2020-0015",TRUE,"gold"
"6986","10.1163/17455316-01103026",FALSE,"closed"
"6987","10.1111/nph.13957",TRUE,"hybrid"
"6988","10.1299/transjsme.16-00024",TRUE,"bronze"
"6989","10.1145/3184558.3186343",FALSE,"closed"
"6990","10.4018/978-1-5225-9246-4.ch016",FALSE,"closed"
"6991","10.1002/lemi.202051013",FALSE,"closed"
"6992","10.1111/fme.12191",FALSE,"closed"
"6993","10.1002/mus.24603",FALSE,"closed"
"6994","10.1111/1753-0407.13207",TRUE,"hybrid"
"6995","10.1002/fee.1452",FALSE,"closed"
"6996","10.7554/elife.05161",TRUE,"gold"
"6997","10.1080/20008198.2021.1915578",TRUE,"gold"
"6998","10.1098/rsbl.2015.1006",TRUE,"bronze"
"6999","10.1080/10618600.2020.1754226",TRUE,"green"
"7000","10.4269/ajtmh.17-0066",TRUE,"green"
"7001","10.1099/ijsem.0.001778",TRUE,"bronze"
"7002","10.1111/1467-9655.12367",FALSE,"closed"
"7003","10.1111/1755-0998.12911",TRUE,"green"
"7004","10.1177/0263276420966396",FALSE,"closed"
"7005","10.1080/15240657.2017.1383029",FALSE,"closed"
"7006","10.1182/blood-2019-122307",TRUE,"bronze"
"7007","10.1093/icesjms/fsy059",TRUE,"green"
"7008","10.1111/1469-8676.12255",FALSE,"closed"
"7009","10.1093/ahr/rhz704",FALSE,"closed"
"7010","10.47544/johsk.2020.1.1.35",TRUE,"bronze"
"7011","10.1145/3385536",FALSE,"closed"
"7012","10.1063/5.0054125",TRUE,"hybrid"
"7013","10.1080/00028487.2017.1356372",FALSE,"closed"
"7014","10.1163/1568539x-bja10057",FALSE,"closed"
"7015","10.1093/nop/npaa031",TRUE,"green"
"7016","10.1111/1365-2656.12898",TRUE,"green"
"7017","10.1002/hbm.23506",TRUE,"green"
"7018","10.1002/aur.1511",FALSE,"closed"
"7019","10.1177/1350506818769918",FALSE,"closed"
"7020","10.1164/ajrccm-conference.2021.203.1_meetingabstracts.a1164",TRUE,"bronze"
"7021","10.1111/nph.17511",FALSE,"closed"
"7022","10.1117/1.oe.54.6.067102",TRUE,"green"
"7023","10.1111/eva.12268",TRUE,"gold"
"7024","10.1097/aln.0000000000001160",TRUE,"green"
"7025","10.1177/1948550616676879",TRUE,"green"
"7026","10.1049/qtc2.12015",TRUE,"gold"
"7027","10.5863/1551-6776-22.5.369",TRUE,"green"
"7028","10.1515/coma-2015-0011",TRUE,"gold"
"7029","10.1142/9789813226609_0051",TRUE,"green"
"7030","10.1515/coma-2016-0001",TRUE,"gold"
"7031","10.21203/rs.3.rs-364472/v1",TRUE,"green"
"7032","10.2298/fil1910203c",TRUE,"gold"
"7033","10.1111/asap.12152",TRUE,"bronze"
"7034","10.1111/rsr.13810",FALSE,"closed"
"7035","10.1177/0038038518760224",FALSE,"closed"
"7036","10.1590/s0102-6992-202035030002",TRUE,"gold"
"7037","10.1111/jlca.12495",FALSE,"closed"
"7038","10.1080/00224545.2021.1889945",FALSE,"closed"
"7039","10.1590/es0101-73302016166001",TRUE,"gold"
"7040","10.1177/0957154x18765417",TRUE,"green"
"7041","10.1002/per.2060",TRUE,"green"
"7042","10.1558/bsrv.43212",FALSE,"closed"
"7043","10.1111/ddi.13264",TRUE,"gold"
"7044","10.1001/jamanetworkopen.2020.26874",TRUE,"gold"
"7045","10.1016/j.dadm.2019.07.005",TRUE,"gold"
"7046","10.1111/jfb.14091",FALSE,"closed"
"7047","10.22541/au.159355913.35008893",TRUE,"green"
"7048","10.1080/15528014.2016.1145400",FALSE,"closed"
"7049","10.1177/1440783318759085",FALSE,"closed"
"7050","10.1177/0094306115609925c",FALSE,"closed"
"7051","10.1111/amet.12864",FALSE,"closed"
"7052","10.22237/jmasm/1430454000",TRUE,"bronze"
"7053","10.5038/1911-9933.13.3.1711",TRUE,"gold"
"7054","10.1111/hisn.12062_5",FALSE,"closed"
"7055","10.1075/lal.34.05sta",FALSE,"closed"
"7056","10.3120/0024-9637-64.4.116",FALSE,"closed"
"7057","10.20935/al376",FALSE,"closed"
"7058","10.1111/1755-0998.12501",FALSE,"closed"
"7059","10.1898/1051-1733-100.3.165",FALSE,"closed"
"7060","10.1111/eff.12265",FALSE,"closed"
"7061","10.21203/rs.3.rs-32212/v1",TRUE,"green"
"7062","10.34069/ai/2020.27.03.2",TRUE,"gold"
"7063","10.1080/08821127.2020.1790859",FALSE,"closed"
"7064","10.1163/15723747-01201003",FALSE,"closed"
"7065","10.1080/15476286.2020.1727188",TRUE,"hybrid"
"7066","10.1177/2059799118787754",TRUE,"gold"
"7067","10.4310/cag.2020.v28.n6.a1",FALSE,"closed"
"7068","10.5997/sposun.31.3_341",TRUE,"gold"
"7069","10.24963/ijcai.2021/619",TRUE,"bronze"
"7070","10.24224/2227-1295-2020-7-375-389",TRUE,"hybrid"
"7071","10.1145/3025453.3025530",TRUE,"green"
"7072","10.1093/ofid/ofy210.699",TRUE,"gold"
"7073","10.1177/0963662516678514",TRUE,"hybrid"
"7074","10.1111/cea.13884",TRUE,"hybrid"
"7075","10.1111/1365-2664.12703",TRUE,"bronze"
"7076","10.1177/1368430214556699",TRUE,"green"
"7077","10.1002/pra2.2018.14505501094",FALSE,"closed"
"7078","10.1162/neco_a_01383",TRUE,"bronze"
"7079","10.1161/hypertensionaha.121.17567",TRUE,"hybrid"
"7080","10.1098/rstb.2017.0221",TRUE,"bronze"
"7081","10.1002/hyp.13146",TRUE,"hybrid"
"7082","10.1161/circ.142.suppl_3.14540",FALSE,"closed"
"7083","10.1177/0019793916660091",TRUE,"green"
"7084","10.1163/22124810-00401001",FALSE,"closed"
"7085","10.1163/15685365-12341512",FALSE,"closed"
"7086","10.1029/2019rs006891",TRUE,"green"
"7087","10.14250/cement.70.244",TRUE,"gold"
"7088","10.1117/12.2232520",FALSE,"closed"
"7089","10.3828/comma.2016.5",FALSE,"closed"
"7090","10.1002/ppp3.10113",TRUE,"gold"
"7091","10.1111/rec.12681",FALSE,"closed"
"7092","10.1515/tmmp-2017-0020",TRUE,"gold"
"7093","10.2109/jcersj2.16161",TRUE,"gold"
"7094","10.4269/ajtmh.20-0421",TRUE,"bronze"
"7095","10.1002/oa.2969",FALSE,"closed"
"7096","10.1075/sibil.54.11yil",FALSE,"closed"
"7097","10.1111/ejss.12951",TRUE,"hybrid"
"7098","10.1002/qua.25187",FALSE,"closed"
"7099","10.1039/d0mh00495b",FALSE,"closed"
"7100","10.1177/09564624211024080",FALSE,"closed"
"7101","10.1515/mial-2018-0019",FALSE,"closed"
"7102","10.1152/jn.00231.2020",TRUE,"hybrid"
"7103","10.7554/elife.39054",TRUE,"gold"
"7104","10.1002/da.22812",FALSE,"closed"
"7105","10.1002/chem.201602351",FALSE,"closed"
"7106","10.1002/ejoc.201701610",FALSE,"closed"
"7107","10.1063/5.0052613",TRUE,"green"
"7108","10.1039/d1sc00803j",TRUE,"gold"
"7109","10.1039/c6ra09841j",TRUE,"green"
"7110","10.1002/aenm.201970027",TRUE,"bronze"
"7111","10.1080/01924788.2019.1581022",FALSE,"closed"
"7112","10.1080/00207160.2017.1283411",FALSE,"closed"
"7113","10.1002/pssr.201700302",FALSE,"closed"
"7114","10.1029/2020jb020588",TRUE,"hybrid"
"7115","10.1002/hbm.23226",TRUE,"green"
"7116","10.1515/znc-2014-4165",FALSE,"closed"
"7117","10.1111/ede.12194",FALSE,"closed"
"7118","10.1128/mra.01472-19",TRUE,"gold"
"7119","10.1039/c5ta00683j",TRUE,"hybrid"
"7120","10.1139/cjfr-2020-0386",TRUE,"bronze"
"7121","10.1650/condor-16-56.1",TRUE,"bronze"
"7122","10.7554/elife.39054.047",TRUE,"gold"
"7123","10.1099/mic.0.000817",TRUE,"bronze"
"7124","10.1002/trc2.12153",TRUE,"gold"
"7125","10.1093/gbe/evz103",TRUE,"gold"
"7126","10.1002/ange.201908154",TRUE,"hybrid"
"7127","10.1002/adfm.201602394",FALSE,"closed"
"7128","10.1145/3231104.3231105",FALSE,"closed"
"7129","10.1080/23308249.2020.1782340",FALSE,"closed"
"7130","10.34117/bjdv5n6-137",TRUE,"gold"
"7131","10.7440/antipoda41.2020.02",TRUE,"gold"
"7132","10.1002/9781119179313.wbprim0124",FALSE,"closed"
"7133","10.1002/wcc.706",TRUE,"hybrid"
"7134","10.1002/ett.3063",TRUE,"green"
"7135","10.1139/cjfas-2018-0085",TRUE,"green"
"7136","10.1525/collabra.267",TRUE,"gold"
"7137","10.1002/eat.23189",TRUE,"hybrid"
"7138","10.1002/yd.20425",FALSE,"closed"
"7139","10.4995/head18.2018.8151",TRUE,"hybrid"
"7140","10.1111/1468-2427.12206_6",FALSE,"closed"
"7141","10.1142/s0219025715500186",TRUE,"green"
"7142","10.37514/int-b.2017.0919",FALSE,"closed"
"7143","10.1063/1.4984048",TRUE,"hybrid"
"7144","10.1177/1077699017691499",FALSE,"closed"
"7145","10.1177/1077699015610327d",FALSE,"closed"
"7146","10.1080/15715124.2020.1809435",FALSE,"closed"
"7147","10.3892/etm.2019.8109",TRUE,"gold"
"7148","10.2172/1236077",TRUE,"green"
"7149","10.15252/embj.2020104975",TRUE,"hybrid"
"7150","10.1093/mnras/stab1455",TRUE,"green"
"7151","10.1055/a-1380-4154",TRUE,"hybrid"
"7152","10.1002/brb3.2287",TRUE,"gold"
"7153","10.1099/jgv.0.001406",TRUE,"bronze"
"7154","10.1111/jdv.17533",FALSE,"closed"
"7155","10.1089/thy.2018.0377",TRUE,"green"
"7156","10.1080/14992027.2019.1698775",TRUE,"green"
"7157","10.1093/ajcn/nqx061",TRUE,"bronze"
"7158","10.1111/bph.14951",TRUE,"green"
"7159","10.1021/jacs.7b01490",FALSE,"closed"
"7160","10.1111/jbi.13827",FALSE,"closed"
"7161","10.1111/jzs.12441",FALSE,"closed"
"7162","10.1093/jxb/erz387",TRUE,"hybrid"
"7163","10.1021/acsinfecdis.9b00176",FALSE,"closed"
"7164","10.1002/aenm.201803185",FALSE,"closed"
"7165","10.1515/cclm-2019-0087",FALSE,"closed"
"7166","10.1002/14651858.cd011535.pub3",TRUE,"green"
"7167","10.7202/1038206ar",TRUE,"bronze"
"7168","10.1093/notesj/gjx188",FALSE,"closed"
"7169","10.1177/0021989418824372",FALSE,"closed"
"7170","10.4141/cjas-2014-131",FALSE,"closed"
"7171","10.1016/j.dadm.2018.10.003",TRUE,"gold"
"7172","10.7868/s0869565217240057",FALSE,"closed"
"7173","10.2298/fil1708211a",TRUE,"bronze"
"7174","10.2308/isys-2020-007",FALSE,"closed"
"7175","10.1093/erae/jbz014",TRUE,"green"
"7176","10.1093/ofid/ofw172.349",TRUE,"gold"
"7177","10.1155/2019/8516981",TRUE,"gold"
"7178","10.3120/0024-9637-66.4.176",FALSE,"closed"
"7179","10.1061/(asce)ee.1943-7870.0001322",FALSE,"closed"
"7180","10.1093/nutrit/nuz018",FALSE,"closed"
"7181","10.1002/aenm.202101539",TRUE,"hybrid"
"7182","10.3120/0024-9637-67.2.114",FALSE,"closed"
"7183","10.1352/2326-6988-7.2.140",FALSE,"closed"
"7184","10.1002/jssc.202100155",FALSE,"closed"
"7185","10.7566/jpscp.22.011032",TRUE,"bronze"
"7186","10.1155/2017/3848207",TRUE,"gold"
"7187","10.1093/database/baz114",TRUE,"gold"
"7188","10.1026/0033-3042/a000466",FALSE,"closed"
"7189","10.3828/bhs.2018.8",FALSE,"closed"
"7190","10.1002/9781119170174.epcn414",FALSE,"closed"
"7191","10.1163/23521341-12340064",TRUE,"bronze"
"7192","10.1177/0886109919871267",FALSE,"closed"
"7193","10.1080/24694452.2016.1248551",FALSE,"closed"
"7194","10.1080/01639374.2021.1963381",FALSE,"closed"
"7195","10.5220/0006009105260533",TRUE,"hybrid"
"7196","10.1142/9789811202391_0058",FALSE,"closed"
"7197","10.1163/18253911-03103013",FALSE,"closed"
"7198","10.1093/notesj/gjx187",FALSE,"closed"
"7199","10.1080/19438192.2018.1466409",FALSE,"closed"
"7200","10.1515/auseur-2015-0010",TRUE,"gold"
"7201","10.1177/1077699015610327pp",FALSE,"closed"
"7202","10.1177/0309816815627733",FALSE,"closed"
"7203","10.1075/pbns.288.01dot",FALSE,"closed"
"7204","10.1021/acs.chemrev.7b00226",TRUE,"bronze"
"7205","10.1093/scan/nsy013",TRUE,"gold"
"7206","10.1021/acs.jafc.5b03884",FALSE,"closed"
"7207","10.1111/1755-0998.12515",FALSE,"closed"
"7208","10.7554/elife.63294",TRUE,"gold"
"7209","10.1080/13510347.2019.1676737",FALSE,"closed"
"7210","10.1080/23311932.2016.1212642",TRUE,"gold"
"7211","10.1111/mec.15136",FALSE,"closed"
"7212","10.1080/01436597.2021.1882845",TRUE,"hybrid"
"7213","10.1093/brain/awaa062",TRUE,"bronze"
"7214","10.1002/cbic.202100115",TRUE,"bronze"
"7215","10.1080/09513590.2019.1579790",FALSE,"closed"
"7216","10.1093/imamci/dnx059",FALSE,"closed"
"7217","10.1656/058.019.0402",FALSE,"closed"
"7218","10.1002/asjc.1691",TRUE,"bronze"
"7219","10.3846/mma.2019.015",TRUE,"gold"
"7220","10.1089/cmb.2019.0298",TRUE,"bronze"
"7221","10.1155/2021/6617074",TRUE,"gold"
"7222","10.1163/25891774-00201017",FALSE,"closed"
"7223","10.1080/14790726.2017.1299764",FALSE,"closed"
"7224","10.1002/ece3.6879",TRUE,"gold"
"7225","10.1097/aln.0000000000002092",FALSE,"closed"
"7226","10.1093/mnras/sty2475",TRUE,"green"
"7227","10.1142/s0219749920020013",FALSE,"closed"
"7228","10.7554/elife.63294.sa2",TRUE,"gold"
"7229","10.1002/ctm2.217",TRUE,"gold"
"7230","10.1152/jn.00615.2019",TRUE,"green"
"7231","10.1063/1.5142827",TRUE,"green"
"7232","10.1177/0271678x21992200",FALSE,"closed"
"7233","10.1002/cbic.202000727",TRUE,"hybrid"
"7234","10.1021/acs.chemmater.9b04763",TRUE,"green"
"7235","10.1080/02724634.2021.1893181",FALSE,"closed"
"7236","10.1093/ehjci/jez319.075",TRUE,"bronze"
"7237","10.1080/08985626.2018.1551788",TRUE,"green"
"7238","10.1080/03043797.2021.1946014",TRUE,"hybrid"
"7239","10.1080/00273171.2017.1321978",TRUE,"hybrid"
"7240","10.1002/rra.3695",FALSE,"closed"
"7241","10.1080/00275514.2020.1816386",FALSE,"closed"
"7242","10.1097/aln.0000000000000609",TRUE,"green"
"7243","10.1080/14888386.2019.1658640",FALSE,"closed"
"7244","10.46446/apercuetatderecherche_pnr73.2010.1.fr",TRUE,"bronze"
"7245","10.1029/2020gl092256",TRUE,"hybrid"
"7246","10.1080/10691316.2017.1336506",FALSE,"closed"
"7247","10.1525/collabra.195",TRUE,"gold"
"7248","10.1094/mpmi-03-15-0066-r",TRUE,"hybrid"
"7249","10.1080/14659891.2021.1875070",FALSE,"closed"
"7250","10.1093/forsci/fxaa031",FALSE,"closed"
"7251","10.1021/acs.inorgchem.7b01398",FALSE,"closed"
"7252","10.1163/1871191x-12341310",FALSE,"closed"
"7253","10.1163/25891774-02020011",FALSE,"closed"
"7254","10.22405/2226-8383-2018-19-3-148-163",TRUE,"hybrid"
"7255","10.5252/anthropozoologica2020v55a6",TRUE,"green"
"7256","10.5558/tfc2020-007",TRUE,"gold"
"7257","10.1111/avsc.12551",FALSE,"closed"
"7258","10.1650/condor-16-184.1",TRUE,"bronze"
"7259","10.26508/lsa.202000700",TRUE,"gold"
"7260","10.1161/circ.140.suppl_2.343",FALSE,"closed"
"7261","10.1021/jacs.5b11733",FALSE,"closed"
"7262","10.1177/1758835920980558",TRUE,"gold"
"7263","10.1080/09602011.2020.1809463",FALSE,"closed"
"7264","10.7238/idp.v0i27.3125",TRUE,"gold"
"7265","10.1002/ckon.202000083",FALSE,"closed"
"7266","10.47544/johsk.2020.1.1",TRUE,"bronze"
"7267","10.1002/ckon.201900072",FALSE,"closed"
"7268","10.1680/jgeot.18.p.042",TRUE,"green"
"7269","10.2988/19-00002",FALSE,"closed"
"7270","10.1128/mbio.01390-17",TRUE,"gold"
"7271","10.1055/a-0838-6371",FALSE,"closed"
"7272","10.1002/eat.23182",FALSE,"closed"
"7273","10.1002/cctc.201900346",TRUE,"bronze"
"7274","10.4155/fmc-2021-0066",FALSE,"closed"
"7275","10.1002/ecs2.2816",TRUE,"gold"
"7276","10.1111/ijd.13107",FALSE,"closed"
"7277","10.1093/tas/txy022",TRUE,"gold"
"7278","10.1039/c5ta05964j",FALSE,"closed"
"7279","10.1080/00220388.2019.1650169",TRUE,"hybrid"
"7280","10.1063/1.4998199",TRUE,"gold"
"7281","10.1002/ir.20309",FALSE,"closed"
"7282","10.1163/25891774-00101014",FALSE,"closed"
"7283","10.1515/zaw-2020-0006",FALSE,"closed"
"7284","10.21508/1027-4065-2020-65-2-108-116",TRUE,"gold"
"7285","10.1002/9781118929803.ewac0343",FALSE,"closed"
"7286","10.1111/j.2041-5370.2016.12038.x",TRUE,"bronze"
"7287","10.7238/idp.v0i26.3124",TRUE,"gold"
"7288","10.1021/acsapm.9b00292",FALSE,"closed"
"7289","10.1080/14790726.2017.1324881",FALSE,"closed"
"7290","10.1111/jomf.12620",TRUE,"hybrid"
"7291","10.1515/zaw-2020-0007",FALSE,"closed"
"7292","10.1063/1.5039474",FALSE,"closed"
"7293","10.1080/03670244.2021.1907747",FALSE,"closed"
"7294","10.1002/eat.22574",TRUE,"green"
"7295","10.1021/acs.cgd.6b00090",TRUE,"hybrid"
"7296","10.1021/nn5048052",FALSE,"closed"
"7297","10.1002/ajb2.1137",TRUE,"bronze"
"7298","10.3892/or.2018.6555",TRUE,"bronze"
"7299","10.1055/s-0040-1711251",TRUE,"hybrid"
"7300","10.1002/pon.5759",TRUE,"bronze"
"7301","10.1080/02724634.2017.1384738",FALSE,"closed"
"7302","10.1098/rspb.2016.0681",TRUE,"hybrid"
"7303","10.1111/psyp.12624",FALSE,"closed"
"7304","10.1080/19479832.2021.1961316",FALSE,"closed"
"7305","10.1002/anie.201908154",TRUE,"hybrid"
"7306","10.1021/jacs.7b07768",TRUE,"hybrid"
"7307","10.1145/2733373.2806374",FALSE,"closed"
"7308","10.1515/acph-2017-0027",TRUE,"gold"
"7309","10.1128/mbio.02683-20",TRUE,"gold"
"7310","10.1111/1469-8676.12526",TRUE,"hybrid"
"7311","10.1055/s-0040-1711863",TRUE,"hybrid"
"7312","10.1055/a-1376-5372",FALSE,"closed"
"7313","10.5220/0005851202130222",TRUE,"green"
"7314","10.1152/jn.00155.2015",TRUE,"green"
"7315","10.1055/s-0039-1686531",TRUE,"hybrid"
"7316","10.1055/s-0038-1645011",FALSE,"closed"
"7317","10.1055/s-0039-1686302",TRUE,"hybrid"
"7318","10.46446/overviewstateofresearch_nrp73.2020.1.en",TRUE,"bronze"
"7319","10.1094/pdis-05-17-0777-pdn",TRUE,"hybrid"
"7320","10.1089/lap.2017.0011",FALSE,"closed"
"7321","10.1111/1365-2664.12808",FALSE,"closed"
"7322","10.1111/gcbb.12596",TRUE,"gold"
"7323","10.1080/08912963.2020.1841184",FALSE,"closed"
"7324","10.1080/10494820.2019.1610449",FALSE,"closed"
"7325","10.1093/eurpub/ckab118",TRUE,"bronze"
"7326","10.1080/09637486.2019.1655533",FALSE,"closed"
"7327","10.1515/jib-2019-0021",TRUE,"gold"
"7328","10.1021/acs.jpclett.6b02075",TRUE,"hybrid"
"7329","10.52526/25792776-2018.2.2-223",TRUE,"bronze"
"7330","10.7868/s0869590318030068",FALSE,"closed"
"7331","10.32582/aa.59.1.5",TRUE,"gold"
"7332","10.2207/qjjws.38.108s",TRUE,"gold"
"7333","10.1055/s-0037-1605057",FALSE,"closed"
"7334","10.1093/geroni/igaa057.662",TRUE,"gold"
"7335","10.1093/ofid/ofx163.1061",TRUE,"gold"
"7336","10.1177/0733464819868060",FALSE,"closed"
"7337","10.3233/jad-190898",TRUE,"hybrid"
"7338","10.1093/mnras/sty2861",FALSE,"closed"
"7339","10.1115/msec2016-8642",FALSE,"closed"
"7340","10.1093/ehjci/jeaa111",TRUE,"bronze"
"7341","10.1027/1866-5888/a000156",FALSE,"closed"
"7342","10.1163/1568525x-12342648",FALSE,"closed"
"7343","10.1111/josi.12254",FALSE,"closed"
"7344","10.1080/14703297.2019.1706617",FALSE,"closed"
"7345","10.1080/15528014.2020.1826724",FALSE,"closed"
"7346","10.1002/ece3.6628",TRUE,"gold"
"7347","10.3167/nc.2015.100204",FALSE,"closed"
"7348","10.1080/09518398.2021.1885073",FALSE,"closed"
"7349","10.1111/ddi.13158",TRUE,"gold"
"7350","10.1055/a-0919-4043",FALSE,"closed"
"7351","10.1145/2723372.2750543",FALSE,"closed"
"7352","10.1080/00224545.2017.1407285",FALSE,"closed"
"7353","10.1080/00927872.2020.1775844",TRUE,"green"
"7354","10.1080/0966369x.2018.1541867",FALSE,"closed"
"7355","10.1080/03634523.2021.1958240",FALSE,"closed"
"7356","10.1027/1864-9335/a000364",FALSE,"closed"
"7357","10.22541/au.160157565.57427062",TRUE,"green"
"7358","10.2480/agrmet.d-14-00022",TRUE,"gold"
"7359","10.1071/aseg2018abm1_1h",TRUE,"bronze"
"7360","10.1055/s-0037-1600161",FALSE,"closed"
"7361","10.1055/s-0039-1686208",TRUE,"hybrid"
"7362","10.1055/s-0039-1686435",TRUE,"hybrid"
"7363","10.1055/s-0039-1686231",TRUE,"hybrid"
"7364","10.1055/s-0038-1640658",TRUE,"hybrid"
"7365","10.1055/s-0038-1640659",TRUE,"hybrid"
"7366","10.1055/s-0038-1640670",TRUE,"hybrid"
"7367","10.1055/s-0038-1640671",TRUE,"hybrid"
"7368","10.1590/001152582017113",TRUE,"gold"
"7369","10.1016/j.jalz.2016.06.1398",FALSE,"closed"
"7370","10.1200/jco.2021.39.15_suppl.8512",FALSE,"closed"
"7371","10.1093/geroni/igx004.1943",TRUE,"gold"
"7372","10.1055/s-0038-1628357",TRUE,"hybrid"
"7373","10.4269/ajtmh.16-0120",TRUE,"green"
"7374","10.1002/ajb2.1096",TRUE,"bronze"
"7375","10.1182/blood-2016-04-711580",TRUE,"bronze"
"7376","10.1002/art.40939",TRUE,"hybrid"
"7377","10.1145/3325859",TRUE,"green"
"7378","10.1055/s-0037-1602208",FALSE,"closed"
"7379","10.1115/gt2018-75295",FALSE,"closed"
"7380","10.1063/1.5054395",TRUE,"gold"
"7381","10.1128/9781555815721.ch3",FALSE,"closed"
"7382","10.1055/s-0038-1668813",FALSE,"closed"
"7383","10.1093/ndt/gfz103.sp757",TRUE,"bronze"
"7384","10.1093/ndt/gfz106.fp790",FALSE,"closed"
"7385","10.1142/s2010194516601319",TRUE,"hybrid"
"7386","10.1093/pcp/pcz108",TRUE,"green"
"7387","10.1055/s-0037-1612837",FALSE,"closed"
"7388","10.1055/s-0038-1627937",TRUE,"hybrid"
"7389","10.1055/s-0037-1605061",FALSE,"closed"
"7390","10.1055/s-0039-1686460",TRUE,"hybrid"
"7391","10.1055/s-0038-1627947",TRUE,"hybrid"
"7392","10.1055/s-0038-1668796",FALSE,"closed"
"7393","10.2174/2210327911666210201105206",FALSE,"closed"
"7394","10.1161/str.49.suppl_1.wmp32",FALSE,"closed"
"7395","10.1556/084.2017.18.1.5",FALSE,"closed"
"7396","10.1111/coin.12130",FALSE,"closed"
"7397","10.1001/jamaneurol.2014.3188",TRUE,"bronze"
"7398","10.4300/jgme-d-19-00505.1",TRUE,"bronze"
"7399","10.1055/s-0039-1683746",FALSE,"closed"
"7400","10.1093/geroni/igaa057.660",TRUE,"gold"
"7401","10.1093/ehjci/ehaa946.2651",TRUE,"bronze"
"7402","10.1055/s-0038-1645001",FALSE,"closed"
"7403","10.1145/3140649.3140651",FALSE,"closed"
"7404","10.1097/imi.0000000000000315",FALSE,"closed"
"7405","10.1115/gt2016-57813",FALSE,"closed"
"7406","10.1055/s-0039-1695428",FALSE,"closed"
"7407","10.1142/s0219493720400079",TRUE,"green"
"7408","10.1111/ppa.13292",FALSE,"closed"
"7409","10.1055/s-0038-1628088",TRUE,"hybrid"
"7410","10.1115/gt2017-64885",FALSE,"closed"
"7411","10.1177/0284185116639765",FALSE,"closed"
"7412","10.1055/s-0038-1645024",FALSE,"closed"
"7413","10.2478/hukin-2021-0039",TRUE,"gold"
"7414","10.19047/0136-1694-2021-d-202-225",TRUE,"gold"
"7415","10.1080/00207543.2017.1331050",FALSE,"closed"
"7416","10.1145/3335409.3335415",FALSE,"closed"
"7417","10.1080/23308249.2020.1770689",FALSE,"closed"
"7418","10.1093/ndt/gfz101.sao017",FALSE,"closed"
"7419","10.1177/155698451601100604",FALSE,"closed"
"7420","10.1002/14651858.cd011535.pub4",FALSE,"closed"
"7421","10.1145/3341105.3373948",FALSE,"closed"
"7422","10.1145/2808414.2808415",FALSE,"closed"
"7423","10.1145/2870650.2870653",TRUE,"green"
"7424","10.1002/ana.24906",FALSE,"closed"
"7425","10.1093/ndt/gfy104.sp747",TRUE,"bronze"
"7426","10.1093/eurpub/ckaa165.933",FALSE,"closed"
"7427","10.1055/s-0041-1728044",TRUE,"hybrid"
"7428","10.21203/rs.3.rs-603560/v1",TRUE,"green"
"7429","10.1055/s-0036-1594073",FALSE,"closed"
"7430","10.1111/ene.13131",FALSE,"closed"
"7431","10.1055/s-0037-1605058",FALSE,"closed"
"7432","10.1055/s-0037-1605064",FALSE,"closed"
"7433","10.1299/transjsme.15-00414",TRUE,"bronze"
"7434","10.21203/rs.3.rs-379664/v1",TRUE,"green"
"7435","10.1111/ene.13920",FALSE,"closed"
"7436","10.1115/gt2016-56290",FALSE,"closed"
"7437","10.1115/gt2017-64364",FALSE,"closed"
"7438","10.1055/s-0040-1705560",FALSE,"closed"
"7439","10.1055/s-0040-1705327",FALSE,"closed"
"7440","10.1055/s-0041-1725797",FALSE,"closed"
"7441","10.1055/s-0037-1599041",TRUE,"hybrid"
"7442","10.1055/s-0039-1678840",TRUE,"hybrid"
"7443","10.1115/gt2017-63643",FALSE,"closed"
"7444","10.1115/gt2017-63653",FALSE,"closed"
"7445","10.1055/s-0040-1711756",TRUE,"hybrid"
"7446","10.3139/120.110799",FALSE,"closed"
"7447","10.1115/gt2016-57680",FALSE,"closed"
"7448","10.1115/gt2018-76514",TRUE,"bronze"
"7449","10.1115/gt2018-76078",FALSE,"closed"
